"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2016 10:30 - 05.01.2016 10:45","57494","68443"
"05.01.2016 10:45 - 05.01.2016 11:00","57625","68805"
"05.01.2016 11:00 - 05.01.2016 11:15","57745","69101"
"05.01.2016 11:15 - 05.01.2016 11:30","58464","69321"
"05.01.2016 11:30 - 05.01.2016 11:45","58541","69797"
"05.01.2016 11:45 - 05.01.2016 12:00","58628","69662"
"05.01.2016 12:00 - 05.01.2016 12:15","59218","69732"
"05.01.2016 12:15 - 05.01.2016 12:30","58123","69501"
"05.01.2016 12:30 - 05.01.2016 12:45","58049","69543"
"05.01.2016 12:45 - 05.01.2016 13:00","58067","69455"
"05.01.2016 13:00 - 05.01.2016 13:15","57952","69340"
"05.01.2016 13:15 - 05.01.2016 13:30","57538","68889"
"05.01.2016 13:30 - 05.01.2016 13:45","57694","68517"
"05.01.2016 13:45 - 05.01.2016 14:00","56872","67821"
"05.01.2016 14:00 - 05.01.2016 14:15","57634","67982"
"05.01.2016 14:15 - 05.01.2016 14:30","56710","67755"
"05.01.2016 14:30 - 05.01.2016 14:45","56514","67866"
"05.01.2016 14:45 - 05.01.2016 15:00","56518","67718"
"05.01.2016 15:00 - 05.01.2016 15:15","56436","67717"
"05.01.2016 15:15 - 05.01.2016 15:30","55753","67534"
"05.01.2016 15:30 - 05.01.2016 15:45","56182","67501"
"05.01.2016 15:45 - 05.01.2016 16:00","55460","67355"
"05.01.2016 16:00 - 05.01.2016 16:15","55853","67595"
"05.01.2016 16:15 - 05.01.2016 16:30","56326","67897"
"05.01.2016 16:30 - 05.01.2016 16:45","57576","68902"
"05.01.2016 16:45 - 05.01.2016 17:00","57964","69983"
"05.01.2016 17:00 - 05.01.2016 17:15","59570","70870"
"05.01.2016 17:15 - 05.01.2016 17:30","59888","71326"
"05.01.2016 17:30 - 05.01.2016 17:45","61006","71494"
"05.01.2016 17:45 - 05.01.2016 18:00","60957","71637"
"05.01.2016 18:00 - 05.01.2016 18:15","60352","71371"
"05.01.2016 18:15 - 05.01.2016 18:30","59795","71223"
"05.01.2016 18:30 - 05.01.2016 18:45","59927","70994"
"05.01.2016 18:45 - 05.01.2016 19:00","59438","70624"
"05.01.2016 19:00 - 05.01.2016 19:15","59746","70260"
"05.01.2016 19:15 - 05.01.2016 19:30","58061","69410"
"05.01.2016 19:30 - 05.01.2016 19:45","58516","68877"
"05.01.2016 19:45 - 05.01.2016 20:00","57598","68411"
"05.01.2016 20:00 - 05.01.2016 20:15","57095","66975"
"05.01.2016 20:15 - 05.01.2016 20:30","55397","65406"
"05.01.2016 20:30 - 05.01.2016 20:45","54651","64606"
"05.01.2016 20:45 - 05.01.2016 21:00","54432","63563"
"05.01.2016 21:00 - 05.01.2016 21:15","53762","62890"
"05.01.2016 21:15 - 05.01.2016 21:30","53690","62104"
"05.01.2016 21:30 - 05.01.2016 21:45","53088","61239"
"05.01.2016 21:45 - 05.01.2016 22:00","53185","60504"
"05.01.2016 22:00 - 05.01.2016 22:15","52245","60427"
"05.01.2016 22:15 - 05.01.2016 22:30","51880","59530"
"05.01.2016 22:30 - 05.01.2016 22:45","51035","58372"
"05.01.2016 22:45 - 05.01.2016 23:00","50182","57208"
"05.01.2016 23:00 - 05.01.2016 23:15","49584","56090"
"05.01.2016 23:15 - 05.01.2016 23:30","48504","55189"
"05.01.2016 23:30 - 05.01.2016 23:45","47429","54053"
"05.01.2016 23:45 - 06.01.2016 00:00","47201","53128"
"06.01.2016 00:00 - 06.01.2016 00:15","46442","52595"
"06.01.2016 00:15 - 06.01.2016 00:30","46749","51943"
"06.01.2016 00:30 - 06.01.2016 00:45","46254","51516"
"06.01.2016 00:45 - 06.01.2016 01:00","45726","50885"
"06.01.2016 01:00 - 06.01.2016 01:15","44947","50165"
"06.01.2016 01:15 - 06.01.2016 01:30","44749","49891"
"06.01.2016 01:30 - 06.01.2016 01:45","44611","49441"
"06.01.2016 01:45 - 06.01.2016 02:00","44062","49181"
"06.01.2016 02:00 - 06.01.2016 02:15","43877","48721"
"06.01.2016 02:15 - 06.01.2016 02:30","43974","48399"
"06.01.2016 02:30 - 06.01.2016 02:45","43426","48596"
"06.01.2016 02:45 - 06.01.2016 03:00","43249","48625"
"06.01.2016 03:00 - 06.01.2016 03:15","43474","48412"
"06.01.2016 03:15 - 06.01.2016 03:30","43834","48395"
"06.01.2016 03:30 - 06.01.2016 03:45","43725","48598"
"06.01.2016 03:45 - 06.01.2016 04:00","43593","48600"
"06.01.2016 04:00 - 06.01.2016 04:15","44037","49013"
"06.01.2016 04:15 - 06.01.2016 04:30","44584","49124"
"06.01.2016 04:30 - 06.01.2016 04:45","44005","49489"
"06.01.2016 04:45 - 06.01.2016 05:00","44666","49727"
"06.01.2016 05:00 - 06.01.2016 05:15","45749","50569"
"06.01.2016 05:15 - 06.01.2016 05:30","45770","50738"
"06.01.2016 05:30 - 06.01.2016 05:45","46535","51248"
"06.01.2016 05:45 - 06.01.2016 06:00","46046","51463"
"06.01.2016 06:00 - 06.01.2016 06:15","47641","52799"
"06.01.2016 06:15 - 06.01.2016 06:30","48818","54139"
"06.01.2016 06:30 - 06.01.2016 06:45","50599","55419"
"06.01.2016 06:45 - 06.01.2016 07:00","51505","56584"
"06.01.2016 07:00 - 06.01.2016 07:15","53060","58135"
"06.01.2016 07:15 - 06.01.2016 07:30","53360","59322"
"06.01.2016 07:30 - 06.01.2016 07:45","54399","60325"
"06.01.2016 07:45 - 06.01.2016 08:00","54867","61286"
"06.01.2016 08:00 - 06.01.2016 08:15","56047","62141"
"06.01.2016 08:15 - 06.01.2016 08:30","56313","62523"
"06.01.2016 08:30 - 06.01.2016 08:45","55819","62692"
"06.01.2016 08:45 - 06.01.2016 09:00","55996","62759"
"06.01.2016 09:00 - 06.01.2016 09:15","56566","62913"
"06.01.2016 09:15 - 06.01.2016 09:30","56574","63438"
"06.01.2016 09:30 - 06.01.2016 09:45","57126","63678"
"06.01.2016 09:45 - 06.01.2016 10:00","57263","64001"
"06.01.2016 10:00 - 06.01.2016 10:15","57771","64342"
"06.01.2016 10:15 - 06.01.2016 10:30","57403","64802"
"06.01.2016 10:30 - 06.01.2016 10:45","58221","65147"
"06.01.2016 10:45 - 06.01.2016 11:00","58368","65843"
"06.01.2016 11:00 - 06.01.2016 11:15","58766","66256"
"06.01.2016 11:15 - 06.01.2016 11:30","59299","66811"
"06.01.2016 11:30 - 06.01.2016 11:45","59482","67367"
"06.01.2016 11:45 - 06.01.2016 12:00","59614","67410"
"06.01.2016 12:00 - 06.01.2016 12:15","59638","66806"
"06.01.2016 12:15 - 06.01.2016 12:30","59153","66730"
"06.01.2016 12:30 - 06.01.2016 12:45","59082","66699"
"06.01.2016 12:45 - 06.01.2016 13:00","59662","66346"
"06.01.2016 13:00 - 06.01.2016 13:15","59007","65962"
"06.01.2016 13:15 - 06.01.2016 13:30","58248","65539"
"06.01.2016 13:30 - 06.01.2016 13:45","58317","65051"
"06.01.2016 13:45 - 06.01.2016 14:00","58088","64443"
"06.01.2016 14:00 - 06.01.2016 14:15","57365","64225"
"06.01.2016 14:15 - 06.01.2016 14:30","57399","64235"
"06.01.2016 14:30 - 06.01.2016 14:45","57794","64060"
"06.01.2016 14:45 - 06.01.2016 15:00","57033","63701"
"06.01.2016 15:00 - 06.01.2016 15:15","57238","63743"
"06.01.2016 15:15 - 06.01.2016 15:30","56336","63633"
"06.01.2016 15:30 - 06.01.2016 15:45","56627","63587"
"06.01.2016 15:45 - 06.01.2016 16:00","56142","63638"
"06.01.2016 16:00 - 06.01.2016 16:15","56707","64174"
"06.01.2016 16:15 - 06.01.2016 16:30","56770","64771"
"06.01.2016 16:30 - 06.01.2016 16:45","58106","65980"
"06.01.2016 16:45 - 06.01.2016 17:00","58638","67102"
"06.01.2016 17:00 - 06.01.2016 17:15","60104","68204"
"06.01.2016 17:15 - 06.01.2016 17:30","60591","68432"
"06.01.2016 17:30 - 06.01.2016 17:45","60974","68665"
"06.01.2016 17:45 - 06.01.2016 18:00","61082","68756"
"06.01.2016 18:00 - 06.01.2016 18:15","61181","68778"
"06.01.2016 18:15 - 06.01.2016 18:30","60868","68663"
"06.01.2016 18:30 - 06.01.2016 18:45","60942","68250"
"06.01.2016 18:45 - 06.01.2016 19:00","60362","67933"
"06.01.2016 19:00 - 06.01.2016 19:15","61235","67569"
"06.01.2016 19:15 - 06.01.2016 19:30","60074","67020"
"06.01.2016 19:30 - 06.01.2016 19:45","60050","66437"
"06.01.2016 19:45 - 06.01.2016 20:00","59199","65768"
"06.01.2016 20:00 - 06.01.2016 20:15","58373","64713"
"06.01.2016 20:15 - 06.01.2016 20:30","57302","63480"
"06.01.2016 20:30 - 06.01.2016 20:45","56325","62445"
"06.01.2016 20:45 - 06.01.2016 21:00","56064","61575"
"06.01.2016 21:00 - 06.01.2016 21:15","55065","61086"
"06.01.2016 21:15 - 06.01.2016 21:30","55185","60346"
"06.01.2016 21:30 - 06.01.2016 21:45","54554","59804"
"06.01.2016 21:45 - 06.01.2016 22:00","53766","59386"
"06.01.2016 22:00 - 06.01.2016 22:15","53556","59483"
"06.01.2016 22:15 - 06.01.2016 22:30","53328","58843"
"06.01.2016 22:30 - 06.01.2016 22:45","52711","57807"
"06.01.2016 22:45 - 06.01.2016 23:00","51569","56815"
"06.01.2016 23:00 - 06.01.2016 23:15","50762","55784"
"06.01.2016 23:15 - 06.01.2016 23:30","49992","54743"
"06.01.2016 23:30 - 06.01.2016 23:45","49519","53809"
"06.01.2016 23:45 - 07.01.2016 00:00","48633","52883"
"07.01.2016 00:00 - 07.01.2016 00:15","49383","52414"
"07.01.2016 00:15 - 07.01.2016 00:30","48251","51678"
"07.01.2016 00:30 - 07.01.2016 00:45","47893","50871"
"07.01.2016 00:45 - 07.01.2016 01:00","47810","50423"
"07.01.2016 01:00 - 07.01.2016 01:15","46624","49739"
"07.01.2016 01:15 - 07.01.2016 01:30","46309","49313"
"07.01.2016 01:30 - 07.01.2016 01:45","46323","49122"
"07.01.2016 01:45 - 07.01.2016 02:00","46217","49035"
"07.01.2016 02:00 - 07.01.2016 02:15","45722","48394"
"07.01.2016 02:15 - 07.01.2016 02:30","45829","48256"
"07.01.2016 02:30 - 07.01.2016 02:45","45817","48117"
"07.01.2016 02:45 - 07.01.2016 03:00","45618","47995"
"07.01.2016 03:00 - 07.01.2016 03:15","45624","48098"
"07.01.2016 03:15 - 07.01.2016 03:30","45465","48065"
"07.01.2016 03:30 - 07.01.2016 03:45","45424","48081"
"07.01.2016 03:45 - 07.01.2016 04:00","45396","48452"
"07.01.2016 04:00 - 07.01.2016 04:15","45492","48982"
"07.01.2016 04:15 - 07.01.2016 04:30","46481","49479"
"07.01.2016 04:30 - 07.01.2016 04:45","45169","49780"
"07.01.2016 04:45 - 07.01.2016 05:00","45719","50515"
"07.01.2016 05:00 - 07.01.2016 05:15","46828","51749"
"07.01.2016 05:15 - 07.01.2016 05:30","46799","52545"
"07.01.2016 05:30 - 07.01.2016 05:45","47410","53729"
"07.01.2016 05:45 - 07.01.2016 06:00","47542","54971"
"07.01.2016 06:00 - 07.01.2016 06:15","48989","57515"
"07.01.2016 06:15 - 07.01.2016 06:30","50195","59542"
"07.01.2016 06:30 - 07.01.2016 06:45","52169","61604"
"07.01.2016 06:45 - 07.01.2016 07:00","53140","63854"
"07.01.2016 07:00 - 07.01.2016 07:15","54501","65578"
"07.01.2016 07:15 - 07.01.2016 07:30","55633","66702"
"07.01.2016 07:30 - 07.01.2016 07:45","57120","67795"
"07.01.2016 07:45 - 07.01.2016 08:00","57242","68640"
"07.01.2016 08:00 - 07.01.2016 08:15","59019","69592"
"07.01.2016 08:15 - 07.01.2016 08:30","59023","69925"
"07.01.2016 08:30 - 07.01.2016 08:45","58814","70015"
"07.01.2016 08:45 - 07.01.2016 09:00","58761","69858"
"07.01.2016 09:00 - 07.01.2016 09:15","59286","69811"
"07.01.2016 09:15 - 07.01.2016 09:30","59161","69732"
"07.01.2016 09:30 - 07.01.2016 09:45","59807","69866"
"07.01.2016 09:45 - 07.01.2016 10:00","59817","70140"
"07.01.2016 10:00 - 07.01.2016 10:15","60173","70076"
"07.01.2016 10:15 - 07.01.2016 10:30","59693","70123"
"07.01.2016 10:30 - 07.01.2016 10:45","60583","70372"
"07.01.2016 10:45 - 07.01.2016 11:00","60544","70427"
"07.01.2016 11:00 - 07.01.2016 11:15","61169","70962"
"07.01.2016 11:15 - 07.01.2016 11:30","61475","71782"
"07.01.2016 11:30 - 07.01.2016 11:45","61828","72199"
"07.01.2016 11:45 - 07.01.2016 12:00","61857","72287"
"07.01.2016 12:00 - 07.01.2016 12:15","61960","71923"
"07.01.2016 12:15 - 07.01.2016 12:30","61304","71767"
"07.01.2016 12:30 - 07.01.2016 12:45","61400","71847"
"07.01.2016 12:45 - 07.01.2016 13:00","61934","71826"
"07.01.2016 13:00 - 07.01.2016 13:15","61244","71862"
"07.01.2016 13:15 - 07.01.2016 13:30","60909","71294"
"07.01.2016 13:30 - 07.01.2016 13:45","60732","70887"
"07.01.2016 13:45 - 07.01.2016 14:00","60376","70471"
"07.01.2016 14:00 - 07.01.2016 14:15","59658","70651"
"07.01.2016 14:15 - 07.01.2016 14:30","59633","70561"
"07.01.2016 14:30 - 07.01.2016 14:45","59775","70380"
"07.01.2016 14:45 - 07.01.2016 15:00","59457","70277"
"07.01.2016 15:00 - 07.01.2016 15:15","59506","70618"
"07.01.2016 15:15 - 07.01.2016 15:30","58664","70264"
"07.01.2016 15:30 - 07.01.2016 15:45","58652","70226"
"07.01.2016 15:45 - 07.01.2016 16:00","57610","70268"
"07.01.2016 16:00 - 07.01.2016 16:15","58405","70286"
"07.01.2016 16:15 - 07.01.2016 16:30","58620","70768"
"07.01.2016 16:30 - 07.01.2016 16:45","59908","71376"
"07.01.2016 16:45 - 07.01.2016 17:00","60519","72165"
"07.01.2016 17:00 - 07.01.2016 17:15","61581","73269"
"07.01.2016 17:15 - 07.01.2016 17:30","62511","73702"
"07.01.2016 17:30 - 07.01.2016 17:45","62812","73780"
"07.01.2016 17:45 - 07.01.2016 18:00","63064","73947"
"07.01.2016 18:00 - 07.01.2016 18:15","62958","73659"
"07.01.2016 18:15 - 07.01.2016 18:30","62379","73214"
"07.01.2016 18:30 - 07.01.2016 18:45","62379","73171"
"07.01.2016 18:45 - 07.01.2016 19:00","61774","72785"
"07.01.2016 19:00 - 07.01.2016 19:15","63384","72209"
"07.01.2016 19:15 - 07.01.2016 19:30","61323","71344"
"07.01.2016 19:30 - 07.01.2016 19:45","60981","70459"
"07.01.2016 19:45 - 07.01.2016 20:00","60741","69715"
"07.01.2016 20:00 - 07.01.2016 20:15","59464","68676"
"07.01.2016 20:15 - 07.01.2016 20:30","58555","67325"
"07.01.2016 20:30 - 07.01.2016 20:45","57161","66437"
"07.01.2016 20:45 - 07.01.2016 21:00","57011","65374"
"07.01.2016 21:00 - 07.01.2016 21:15","55748","64553"
"07.01.2016 21:15 - 07.01.2016 21:30","55948","63778"
"07.01.2016 21:30 - 07.01.2016 21:45","55399","62987"
"07.01.2016 21:45 - 07.01.2016 22:00","55152","62073"
"07.01.2016 22:00 - 07.01.2016 22:15","54236","62379"
"07.01.2016 22:15 - 07.01.2016 22:30","54269","61558"
"07.01.2016 22:30 - 07.01.2016 22:45","53540","60391"
"07.01.2016 22:45 - 07.01.2016 23:00","52622","59492"
"07.01.2016 23:00 - 07.01.2016 23:15","51846","58437"
"07.01.2016 23:15 - 07.01.2016 23:30","50399","57215"
"07.01.2016 23:30 - 07.01.2016 23:45","50233","55915"
"07.01.2016 23:45 - 08.01.2016 00:00","48953","55090"
"08.01.2016 00:00 - 08.01.2016 00:15","48143","54106"
"08.01.2016 00:15 - 08.01.2016 00:30","47785","53332"
"08.01.2016 00:30 - 08.01.2016 00:45","47401","52568"
"08.01.2016 00:45 - 08.01.2016 01:00","46985","52088"
"08.01.2016 01:00 - 08.01.2016 01:15","46259","51568"
"08.01.2016 01:15 - 08.01.2016 01:30","45889","50932"
"08.01.2016 01:30 - 08.01.2016 01:45","45863","50705"
"08.01.2016 01:45 - 08.01.2016 02:00","45596","50455"
"08.01.2016 02:00 - 08.01.2016 02:15","45599","49857"
"08.01.2016 02:15 - 08.01.2016 02:30","45675","49749"
"08.01.2016 02:30 - 08.01.2016 02:45","45310","49637"
"08.01.2016 02:45 - 08.01.2016 03:00","45091","49739"
"08.01.2016 03:00 - 08.01.2016 03:15","45405","49939"
"08.01.2016 03:15 - 08.01.2016 03:30","45567","50018"
"08.01.2016 03:30 - 08.01.2016 03:45","45540","50274"
"08.01.2016 03:45 - 08.01.2016 04:00","45604","50281"
"08.01.2016 04:00 - 08.01.2016 04:15","45796","50589"
"08.01.2016 04:15 - 08.01.2016 04:30","46537","51054"
"08.01.2016 04:30 - 08.01.2016 04:45","45817","51511"
"08.01.2016 04:45 - 08.01.2016 05:00","46390","51893"
"08.01.2016 05:00 - 08.01.2016 05:15","47766","53153"
"08.01.2016 05:15 - 08.01.2016 05:30","47661","53910"
"08.01.2016 05:30 - 08.01.2016 05:45","48699","55003"
"08.01.2016 05:45 - 08.01.2016 06:00","48964","56517"
"08.01.2016 06:00 - 08.01.2016 06:15","51124","59000"
"08.01.2016 06:15 - 08.01.2016 06:30","52265","61436"
"08.01.2016 06:30 - 08.01.2016 06:45","54273","63302"
"08.01.2016 06:45 - 08.01.2016 07:00","55897","65048"
"08.01.2016 07:00 - 08.01.2016 07:15","56556","67133"
"08.01.2016 07:15 - 08.01.2016 07:30","56486","68209"
"08.01.2016 07:30 - 08.01.2016 07:45","57956","69319"
"08.01.2016 07:45 - 08.01.2016 08:00","58003","70134"
"08.01.2016 08:00 - 08.01.2016 08:15","59175","70957"
"08.01.2016 08:15 - 08.01.2016 08:30","59265","71008"
"08.01.2016 08:30 - 08.01.2016 08:45","59052","71117"
"08.01.2016 08:45 - 08.01.2016 09:00","59231","70894"
"08.01.2016 09:00 - 08.01.2016 09:15","59673","70663"
"08.01.2016 09:15 - 08.01.2016 09:30","59808","70617"
"08.01.2016 09:30 - 08.01.2016 09:45","60420","70891"
"08.01.2016 09:45 - 08.01.2016 10:00","60479","70899"
"08.01.2016 10:00 - 08.01.2016 10:15","60651","70765"
"08.01.2016 10:15 - 08.01.2016 10:30","60654","70782"
"08.01.2016 10:30 - 08.01.2016 10:45","61328","70859"
"08.01.2016 10:45 - 08.01.2016 11:00","61342","71187"
"08.01.2016 11:00 - 08.01.2016 11:15","61387","71329"
"08.01.2016 11:15 - 08.01.2016 11:30","61820","71659"
"08.01.2016 11:30 - 08.01.2016 11:45","61907","71876"
"08.01.2016 11:45 - 08.01.2016 12:00","62156","71736"
"08.01.2016 12:00 - 08.01.2016 12:15","61666","71362"
"08.01.2016 12:15 - 08.01.2016 12:30","61585","70879"
"08.01.2016 12:30 - 08.01.2016 12:45","61593","70769"
"08.01.2016 12:45 - 08.01.2016 13:00","61686","70493"
"08.01.2016 13:00 - 08.01.2016 13:15","61137","70341"
"08.01.2016 13:15 - 08.01.2016 13:30","61123","69622"
"08.01.2016 13:30 - 08.01.2016 13:45","60770","68911"
"08.01.2016 13:45 - 08.01.2016 14:00","60260","68053"
"08.01.2016 14:00 - 08.01.2016 14:15","59832","67766"
"08.01.2016 14:15 - 08.01.2016 14:30","59646","67662"
"08.01.2016 14:30 - 08.01.2016 14:45","59738","67333"
"08.01.2016 14:45 - 08.01.2016 15:00","59651","67012"
"08.01.2016 15:00 - 08.01.2016 15:15","59539","66923"
"08.01.2016 15:15 - 08.01.2016 15:30","58543","66550"
"08.01.2016 15:30 - 08.01.2016 15:45","58648","66550"
"08.01.2016 15:45 - 08.01.2016 16:00","57773","66548"
"08.01.2016 16:00 - 08.01.2016 16:15","58288","66595"
"08.01.2016 16:15 - 08.01.2016 16:30","58518","67010"
"08.01.2016 16:30 - 08.01.2016 16:45","59501","67910"
"08.01.2016 16:45 - 08.01.2016 17:00","59917","68958"
"08.01.2016 17:00 - 08.01.2016 17:15","61399","70409"
"08.01.2016 17:15 - 08.01.2016 17:30","61560","71195"
"08.01.2016 17:30 - 08.01.2016 17:45","62036","71413"
"08.01.2016 17:45 - 08.01.2016 18:00","63156","71561"
"08.01.2016 18:00 - 08.01.2016 18:15","62151","70796"
"08.01.2016 18:15 - 08.01.2016 18:30","62049","70607"
"08.01.2016 18:30 - 08.01.2016 18:45","61722","70469"
"08.01.2016 18:45 - 08.01.2016 19:00","61267","69938"
"08.01.2016 19:00 - 08.01.2016 19:15","62184","69805"
"08.01.2016 19:15 - 08.01.2016 19:30","60939","68713"
"08.01.2016 19:30 - 08.01.2016 19:45","60265","67927"
"08.01.2016 19:45 - 08.01.2016 20:00","60002","67198"
"08.01.2016 20:00 - 08.01.2016 20:15","59128","65635"
"08.01.2016 20:15 - 08.01.2016 20:30","58094","64527"
"08.01.2016 20:30 - 08.01.2016 20:45","56682","63436"
"08.01.2016 20:45 - 08.01.2016 21:00","56302","62308"
"08.01.2016 21:00 - 08.01.2016 21:15","55596","61796"
"08.01.2016 21:15 - 08.01.2016 21:30","55244","60884"
"08.01.2016 21:30 - 08.01.2016 21:45","54505","60017"
"08.01.2016 21:45 - 08.01.2016 22:00","54564","59327"
"08.01.2016 22:00 - 08.01.2016 22:15","53282","59146"
"08.01.2016 22:15 - 08.01.2016 22:30","53579","58618"
"08.01.2016 22:30 - 08.01.2016 22:45","53155","57879"
"08.01.2016 22:45 - 08.01.2016 23:00","51811","56908"
"08.01.2016 23:00 - 08.01.2016 23:15","50809","55598"
"08.01.2016 23:15 - 08.01.2016 23:30","49631","54641"
"08.01.2016 23:30 - 08.01.2016 23:45","49510","53866"
"08.01.2016 23:45 - 09.01.2016 00:00","48623","52963"
"09.01.2016 00:00 - 09.01.2016 00:15","49710","52075"
"09.01.2016 00:15 - 09.01.2016 00:30","49356","51281"
"09.01.2016 00:30 - 09.01.2016 00:45","48947","50745"
"09.01.2016 00:45 - 09.01.2016 01:00","48470","50105"
"09.01.2016 01:00 - 09.01.2016 01:15","47694","49481"
"09.01.2016 01:15 - 09.01.2016 01:30","47292","49041"
"09.01.2016 01:30 - 09.01.2016 01:45","46862","48759"
"09.01.2016 01:45 - 09.01.2016 02:00","46800","48527"
"09.01.2016 02:00 - 09.01.2016 02:15","46299","47924"
"09.01.2016 02:15 - 09.01.2016 02:30","46061","47493"
"09.01.2016 02:30 - 09.01.2016 02:45","45947","47503"
"09.01.2016 02:45 - 09.01.2016 03:00","45657","47533"
"09.01.2016 03:00 - 09.01.2016 03:15","45918","47376"
"09.01.2016 03:15 - 09.01.2016 03:30","45722","47267"
"09.01.2016 03:30 - 09.01.2016 03:45","45664","47218"
"09.01.2016 03:45 - 09.01.2016 04:00","45610","47077"
"09.01.2016 04:00 - 09.01.2016 04:15","45496","47153"
"09.01.2016 04:15 - 09.01.2016 04:30","45935","47089"
"09.01.2016 04:30 - 09.01.2016 04:45","45191","47228"
"09.01.2016 04:45 - 09.01.2016 05:00","45329","47357"
"09.01.2016 05:00 - 09.01.2016 05:15","45732","47353"
"09.01.2016 05:15 - 09.01.2016 05:30","45323","47222"
"09.01.2016 05:30 - 09.01.2016 05:45","45337","47024"
"09.01.2016 05:45 - 09.01.2016 06:00","45093","46795"
"09.01.2016 06:00 - 09.01.2016 06:15","45607","46667"
"09.01.2016 06:15 - 09.01.2016 06:30","45832","47122"
"09.01.2016 06:30 - 09.01.2016 06:45","46569","47450"
"09.01.2016 06:45 - 09.01.2016 07:00","47166","47872"
"09.01.2016 07:00 - 09.01.2016 07:15","47928","48821"
"09.01.2016 07:15 - 09.01.2016 07:30","48606","49503"
"09.01.2016 07:30 - 09.01.2016 07:45","49816","50432"
"09.01.2016 07:45 - 09.01.2016 08:00","50125","51324"
"09.01.2016 08:00 - 09.01.2016 08:15","51557","52498"
"09.01.2016 08:15 - 09.01.2016 08:30","51524","53173"
"09.01.2016 08:30 - 09.01.2016 08:45","51829","53868"
"09.01.2016 08:45 - 09.01.2016 09:00","52186","54753"
"09.01.2016 09:00 - 09.01.2016 09:15","52922","55774"
"09.01.2016 09:15 - 09.01.2016 09:30","53673","56360"
"09.01.2016 09:30 - 09.01.2016 09:45","54205","56764"
"09.01.2016 09:45 - 09.01.2016 10:00","54670","57350"
"09.01.2016 10:00 - 09.01.2016 10:15","54925","57824"
"09.01.2016 10:15 - 09.01.2016 10:30","55058","58173"
"09.01.2016 10:30 - 09.01.2016 10:45","55314","58594"
"09.01.2016 10:45 - 09.01.2016 11:00","55542","58794"
"09.01.2016 11:00 - 09.01.2016 11:15","56006","59364"
"09.01.2016 11:15 - 09.01.2016 11:30","56171","59769"
"09.01.2016 11:30 - 09.01.2016 11:45","56686","60017"
"09.01.2016 11:45 - 09.01.2016 12:00","56715","59840"
"09.01.2016 12:00 - 09.01.2016 12:15","56506","59614"
"09.01.2016 12:15 - 09.01.2016 12:30","56005","59249"
"09.01.2016 12:30 - 09.01.2016 12:45","56055","58692"
"09.01.2016 12:45 - 09.01.2016 13:00","56040","58204"
"09.01.2016 13:00 - 09.01.2016 13:15","55352","57614"
"09.01.2016 13:15 - 09.01.2016 13:30","54944","57080"
"09.01.2016 13:30 - 09.01.2016 13:45","54929","56884"
"09.01.2016 13:45 - 09.01.2016 14:00","54671","56161"
"09.01.2016 14:00 - 09.01.2016 14:15","53992","56097"
"09.01.2016 14:15 - 09.01.2016 14:30","53662","55582"
"09.01.2016 14:30 - 09.01.2016 14:45","53462","55623"
"09.01.2016 14:45 - 09.01.2016 15:00","53101","55459"
"09.01.2016 15:00 - 09.01.2016 15:15","53339","55609"
"09.01.2016 15:15 - 09.01.2016 15:30","52832","55534"
"09.01.2016 15:30 - 09.01.2016 15:45","53069","55522"
"09.01.2016 15:45 - 09.01.2016 16:00","52826","55500"
