"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2017 12:15 - 05.01.2017 12:30","67398","71552"
"05.01.2017 12:30 - 05.01.2017 12:45","67303","70971"
"05.01.2017 12:45 - 05.01.2017 13:00","67218","70865"
"05.01.2017 13:00 - 05.01.2017 13:15","66546","70794"
"05.01.2017 13:15 - 05.01.2017 13:30","66286","70398"
"05.01.2017 13:30 - 05.01.2017 13:45","66564","70072"
"05.01.2017 13:45 - 05.01.2017 14:00","65254","69395"
"05.01.2017 14:00 - 05.01.2017 14:15","65253","69449"
"05.01.2017 14:15 - 05.01.2017 14:30","65052","69348"
"05.01.2017 14:30 - 05.01.2017 14:45","65885","69183"
"05.01.2017 14:45 - 05.01.2017 15:00","64738","68884"
"05.01.2017 15:00 - 05.01.2017 15:15","64267","68736"
"05.01.2017 15:15 - 05.01.2017 15:30","65060","68581"
"05.01.2017 15:30 - 05.01.2017 15:45","64579","68533"
"05.01.2017 15:45 - 05.01.2017 16:00","64284","68469"
"05.01.2017 16:00 - 05.01.2017 16:15","65398","68502"
"05.01.2017 16:15 - 05.01.2017 16:30","64885","68606"
"05.01.2017 16:30 - 05.01.2017 16:45","65306","69556"
"05.01.2017 16:45 - 05.01.2017 17:00","67729","70930"
"05.01.2017 17:00 - 05.01.2017 17:15","69186","72272"
"05.01.2017 17:15 - 05.01.2017 17:30","69148","72955"
"05.01.2017 17:30 - 05.01.2017 17:45","69732","73439"
"05.01.2017 17:45 - 05.01.2017 18:00","70244","73355"
"05.01.2017 18:00 - 05.01.2017 18:15","69960","72926"
"05.01.2017 18:15 - 05.01.2017 18:30","69656","72856"
"05.01.2017 18:30 - 05.01.2017 18:45","70282","72572"
"05.01.2017 18:45 - 05.01.2017 19:00","69837","72478"
"05.01.2017 19:00 - 05.01.2017 19:15","69515","72011"
"05.01.2017 19:15 - 05.01.2017 19:30","69193","71572"
"05.01.2017 19:30 - 05.01.2017 19:45","68528","70982"
"05.01.2017 19:45 - 05.01.2017 20:00","67638","70517"
"05.01.2017 20:00 - 05.01.2017 20:15","66482","69189"
"05.01.2017 20:15 - 05.01.2017 20:30","64907","67992"
"05.01.2017 20:30 - 05.01.2017 20:45","63395","66831"
"05.01.2017 20:45 - 05.01.2017 21:00","62506","65957"
"05.01.2017 21:00 - 05.01.2017 21:15","61354","65173"
"05.01.2017 21:15 - 05.01.2017 21:30","61423","64531"
"05.01.2017 21:30 - 05.01.2017 21:45","60766","63871"
"05.01.2017 21:45 - 05.01.2017 22:00","60384","63453"
"05.01.2017 22:00 - 05.01.2017 22:15","60411","63785"
"05.01.2017 22:15 - 05.01.2017 22:30","60221","63437"
"05.01.2017 22:30 - 05.01.2017 22:45","59246","62245"
"05.01.2017 22:45 - 05.01.2017 23:00","57915","61469"
"05.01.2017 23:00 - 05.01.2017 23:15","56426","60232"
"05.01.2017 23:15 - 05.01.2017 23:30","55707","59431"
"05.01.2017 23:30 - 05.01.2017 23:45","54911","58610"
"05.01.2017 23:45 - 06.01.2017 00:00","53958","58017"
"06.01.2017 00:00 - 06.01.2017 00:15","51448","57268"
"06.01.2017 00:15 - 06.01.2017 00:30","51028","56787"
"06.01.2017 00:30 - 06.01.2017 00:45","50410","56213"
"06.01.2017 00:45 - 06.01.2017 01:00","50150","55709"
"06.01.2017 01:00 - 06.01.2017 01:15","49514","54864"
"06.01.2017 01:15 - 06.01.2017 01:30","49035","54540"
"06.01.2017 01:30 - 06.01.2017 01:45","48801","54227"
"06.01.2017 01:45 - 06.01.2017 02:00","48559","53830"
"06.01.2017 02:00 - 06.01.2017 02:15","48178","53403"
"06.01.2017 02:15 - 06.01.2017 02:30","47850","53398"
"06.01.2017 02:30 - 06.01.2017 02:45","47869","53201"
"06.01.2017 02:45 - 06.01.2017 03:00","47616","53144"
"06.01.2017 03:00 - 06.01.2017 03:15","47672","53235"
"06.01.2017 03:15 - 06.01.2017 03:30","47490","53172"
"06.01.2017 03:30 - 06.01.2017 03:45","47370","53055"
"06.01.2017 03:45 - 06.01.2017 04:00","47451","52863"
"06.01.2017 04:00 - 06.01.2017 04:15","47699","52933"
"06.01.2017 04:15 - 06.01.2017 04:30","47740","53129"
"06.01.2017 04:30 - 06.01.2017 04:45","47705","53249"
"06.01.2017 04:45 - 06.01.2017 05:00","48041","53367"
"06.01.2017 05:00 - 06.01.2017 05:15","48568","54005"
"06.01.2017 05:15 - 06.01.2017 05:30","48612","54131"
"06.01.2017 05:30 - 06.01.2017 05:45","49218","54554"
"06.01.2017 05:45 - 06.01.2017 06:00","49677","55011"
"06.01.2017 06:00 - 06.01.2017 06:15","50816","55862"
"06.01.2017 06:15 - 06.01.2017 06:30","51946","57005"
"06.01.2017 06:30 - 06.01.2017 06:45","53268","58098"
"06.01.2017 06:45 - 06.01.2017 07:00","54615","59548"
"06.01.2017 07:00 - 06.01.2017 07:15","57077","60933"
"06.01.2017 07:15 - 06.01.2017 07:30","57895","62003"
"06.01.2017 07:30 - 06.01.2017 07:45","58358","63179"
"06.01.2017 07:45 - 06.01.2017 08:00","58752","64212"
"06.01.2017 08:00 - 06.01.2017 08:15","60016","65026"
"06.01.2017 08:15 - 06.01.2017 08:30","60236","65271"
"06.01.2017 08:30 - 06.01.2017 08:45","60054","65497"
"06.01.2017 08:45 - 06.01.2017 09:00","60395","65684"
"06.01.2017 09:00 - 06.01.2017 09:15","60580","65557"
"06.01.2017 09:15 - 06.01.2017 09:30","60420","65953"
"06.01.2017 09:30 - 06.01.2017 09:45","61145","66240"
"06.01.2017 09:45 - 06.01.2017 10:00","61476","66548"
"06.01.2017 10:00 - 06.01.2017 10:15","61549","66435"
"06.01.2017 10:15 - 06.01.2017 10:30","62025","66383"
"06.01.2017 10:30 - 06.01.2017 10:45","62116","66459"
"06.01.2017 10:45 - 06.01.2017 11:00","62590","66674"
"06.01.2017 11:00 - 06.01.2017 11:15","62705","66810"
"06.01.2017 11:15 - 06.01.2017 11:30","62903","66968"
"06.01.2017 11:30 - 06.01.2017 11:45","63247","66789"
"06.01.2017 11:45 - 06.01.2017 12:00","63285","66791"
"06.01.2017 12:00 - 06.01.2017 12:15","62688","66848"
"06.01.2017 12:15 - 06.01.2017 12:30","63124","66752"
"06.01.2017 12:30 - 06.01.2017 12:45","62888","66444"
"06.01.2017 12:45 - 06.01.2017 13:00","62700","66139"
"06.01.2017 13:00 - 06.01.2017 13:15","61966","66101"
"06.01.2017 13:15 - 06.01.2017 13:30","61805","65593"
"06.01.2017 13:30 - 06.01.2017 13:45","61595","64875"
"06.01.2017 13:45 - 06.01.2017 14:00","60680","64442"
"06.01.2017 14:00 - 06.01.2017 14:15","60611","64148"
"06.01.2017 14:15 - 06.01.2017 14:30","60450","64135"
"06.01.2017 14:30 - 06.01.2017 14:45","61153","63702"
"06.01.2017 14:45 - 06.01.2017 15:00","59591","63161"
"06.01.2017 15:00 - 06.01.2017 15:15","59340","63397"
"06.01.2017 15:15 - 06.01.2017 15:30","59964","63558"
"06.01.2017 15:30 - 06.01.2017 15:45","60086","63412"
"06.01.2017 15:45 - 06.01.2017 16:00","60066","63496"
"06.01.2017 16:00 - 06.01.2017 16:15","60363","63779"
"06.01.2017 16:15 - 06.01.2017 16:30","60211","64603"
"06.01.2017 16:30 - 06.01.2017 16:45","60073","65470"
"06.01.2017 16:45 - 06.01.2017 17:00","62332","66577"
"06.01.2017 17:00 - 06.01.2017 17:15","63509","68177"
"06.01.2017 17:15 - 06.01.2017 17:30","64114","69156"
"06.01.2017 17:30 - 06.01.2017 17:45","64618","69642"
"06.01.2017 17:45 - 06.01.2017 18:00","64601","70132"
"06.01.2017 18:00 - 06.01.2017 18:15","64628","70031"
"06.01.2017 18:15 - 06.01.2017 18:30","64965","69792"
"06.01.2017 18:30 - 06.01.2017 18:45","65064","69359"
"06.01.2017 18:45 - 06.01.2017 19:00","65059","69296"
"06.01.2017 19:00 - 06.01.2017 19:15","64911","68913"
"06.01.2017 19:15 - 06.01.2017 19:30","63544","68449"
"06.01.2017 19:30 - 06.01.2017 19:45","63501","67866"
"06.01.2017 19:45 - 06.01.2017 20:00","63134","67407"
"06.01.2017 20:00 - 06.01.2017 20:15","61945","66353"
"06.01.2017 20:15 - 06.01.2017 20:30","60365","65313"
"06.01.2017 20:30 - 06.01.2017 20:45","59834","64508"
"06.01.2017 20:45 - 06.01.2017 21:00","58718","63684"
"06.01.2017 21:00 - 06.01.2017 21:15","57739","63143"
"06.01.2017 21:15 - 06.01.2017 21:30","57271","63109"
"06.01.2017 21:30 - 06.01.2017 21:45","57075","62381"
"06.01.2017 21:45 - 06.01.2017 22:00","56551","61824"
"06.01.2017 22:00 - 06.01.2017 22:15","56916","62276"
"06.01.2017 22:15 - 06.01.2017 22:30","57188","62106"
"06.01.2017 22:30 - 06.01.2017 22:45","56065","61480"
"06.01.2017 22:45 - 06.01.2017 23:00","55405","60802"
"06.01.2017 23:00 - 06.01.2017 23:15","53895","60055"
"06.01.2017 23:15 - 06.01.2017 23:30","53635","59569"
"06.01.2017 23:30 - 06.01.2017 23:45","52031","58778"
"06.01.2017 23:45 - 07.01.2017 00:00","51635","58128"
"07.01.2017 00:00 - 07.01.2017 00:15","48474","57875"
"07.01.2017 00:15 - 07.01.2017 00:30","48208","57284"
"07.01.2017 00:30 - 07.01.2017 00:45","47524","56829"
"07.01.2017 00:45 - 07.01.2017 01:00","46823","56132"
"07.01.2017 01:00 - 07.01.2017 01:15","46326","55413"
"07.01.2017 01:15 - 07.01.2017 01:30","45840","54876"
"07.01.2017 01:30 - 07.01.2017 01:45","45417","54545"
"07.01.2017 01:45 - 07.01.2017 02:00","45349","54309"
"07.01.2017 02:00 - 07.01.2017 02:15","44999","53704"
"07.01.2017 02:15 - 07.01.2017 02:30","44550","53223"
"07.01.2017 02:30 - 07.01.2017 02:45","44462","52944"
"07.01.2017 02:45 - 07.01.2017 03:00","44340","52684"
"07.01.2017 03:00 - 07.01.2017 03:15","44510","52258"
"07.01.2017 03:15 - 07.01.2017 03:30","44436","52104"
"07.01.2017 03:30 - 07.01.2017 03:45","44295","51962"
"07.01.2017 03:45 - 07.01.2017 04:00","44249","51636"
"07.01.2017 04:00 - 07.01.2017 04:15","44209","51285"
"07.01.2017 04:15 - 07.01.2017 04:30","44280","51329"
"07.01.2017 04:30 - 07.01.2017 04:45","44192","51457"
"07.01.2017 04:45 - 07.01.2017 05:00","44199","51153"
"07.01.2017 05:00 - 07.01.2017 05:15","44478","51041"
"07.01.2017 05:15 - 07.01.2017 05:30","44340","50992"
"07.01.2017 05:30 - 07.01.2017 05:45","43862","50650"
"07.01.2017 05:45 - 07.01.2017 06:00","43863","50725"
"07.01.2017 06:00 - 07.01.2017 06:15","44580","50152"
"07.01.2017 06:15 - 07.01.2017 06:30","44570","50562"
"07.01.2017 06:30 - 07.01.2017 06:45","45183","51049"
"07.01.2017 06:45 - 07.01.2017 07:00","45781","51685"
"07.01.2017 07:00 - 07.01.2017 07:15","46504","52403"
"07.01.2017 07:15 - 07.01.2017 07:30","47451","53066"
"07.01.2017 07:30 - 07.01.2017 07:45","48591","54300"
"07.01.2017 07:45 - 07.01.2017 08:00","49704","55185"
"07.01.2017 08:00 - 07.01.2017 08:15","50358","56303"
"07.01.2017 08:15 - 07.01.2017 08:30","51323","56965"
"07.01.2017 08:30 - 07.01.2017 08:45","52518","58064"
"07.01.2017 08:45 - 07.01.2017 09:00","53170","58873"
"07.01.2017 09:00 - 07.01.2017 09:15","54133","59623"
"07.01.2017 09:15 - 07.01.2017 09:30","55033","60606"
"07.01.2017 09:30 - 07.01.2017 09:45","55797","61305"
"07.01.2017 09:45 - 07.01.2017 10:00","56150","61783"
"07.01.2017 10:00 - 07.01.2017 10:15","56585","62500"
"07.01.2017 10:15 - 07.01.2017 10:30","56883","62834"
"07.01.2017 10:30 - 07.01.2017 10:45","57503","63092"
"07.01.2017 10:45 - 07.01.2017 11:00","57108","63373"
"07.01.2017 11:00 - 07.01.2017 11:15","57768","63643"
"07.01.2017 11:15 - 07.01.2017 11:30","58221","63926"
"07.01.2017 11:30 - 07.01.2017 11:45","58707","64306"
"07.01.2017 11:45 - 07.01.2017 12:00","58066","64030"
"07.01.2017 12:00 - 07.01.2017 12:15","57957","64098"
"07.01.2017 12:15 - 07.01.2017 12:30","58269","64177"
"07.01.2017 12:30 - 07.01.2017 12:45","57922","63832"
"07.01.2017 12:45 - 07.01.2017 13:00","57824","63517"
"07.01.2017 13:00 - 07.01.2017 13:15","57226","63287"
"07.01.2017 13:15 - 07.01.2017 13:30","56778","62664"
"07.01.2017 13:30 - 07.01.2017 13:45","56319","62330"
"07.01.2017 13:45 - 07.01.2017 14:00","55710","61787"
"07.01.2017 14:00 - 07.01.2017 14:15","55599","61484"
"07.01.2017 14:15 - 07.01.2017 14:30","54621","61039"
"07.01.2017 14:30 - 07.01.2017 14:45","55049","60923"
"07.01.2017 14:45 - 07.01.2017 15:00","55486","60752"
"07.01.2017 15:00 - 07.01.2017 15:15","55221","60988"
"07.01.2017 15:15 - 07.01.2017 15:30","54759","61160"
"07.01.2017 15:30 - 07.01.2017 15:45","54442","61194"
"07.01.2017 15:45 - 07.01.2017 16:00","54699","61050"
"07.01.2017 16:00 - 07.01.2017 16:15","55328","61404"
"07.01.2017 16:15 - 07.01.2017 16:30","54985","61954"
"07.01.2017 16:30 - 07.01.2017 16:45","55940","62789"
"07.01.2017 16:45 - 07.01.2017 17:00","56569","63822"
"07.01.2017 17:00 - 07.01.2017 17:15","57664","65026"
"07.01.2017 17:15 - 07.01.2017 17:30","58368","65586"
"07.01.2017 17:30 - 07.01.2017 17:45","58439","65983"
"07.01.2017 17:45 - 07.01.2017 18:00","58461","66248"
"07.01.2017 18:00 - 07.01.2017 18:15","57734","66299"
"07.01.2017 18:15 - 07.01.2017 18:30","57202","65927"
"07.01.2017 18:30 - 07.01.2017 18:45","57906","65783"
"07.01.2017 18:45 - 07.01.2017 19:00","57566","65404"
"07.01.2017 19:00 - 07.01.2017 19:15","56993","64850"
"07.01.2017 19:15 - 07.01.2017 19:30","57125","64318"
"07.01.2017 19:30 - 07.01.2017 19:45","55503","63580"
"07.01.2017 19:45 - 07.01.2017 20:00","55368","62962"
"07.01.2017 20:00 - 07.01.2017 20:15","54761","61910"
"07.01.2017 20:15 - 07.01.2017 20:30","53878","60535"
"07.01.2017 20:30 - 07.01.2017 20:45","51433","59545"
"07.01.2017 20:45 - 07.01.2017 21:00","51978","59161"
"07.01.2017 21:00 - 07.01.2017 21:15","51688","58513"
"07.01.2017 21:15 - 07.01.2017 21:30","51590","57918"
"07.01.2017 21:30 - 07.01.2017 21:45","51326","57520"
"07.01.2017 21:45 - 07.01.2017 22:00","51392","57361"
"07.01.2017 22:00 - 07.01.2017 22:15","51407","57979"
"07.01.2017 22:15 - 07.01.2017 22:30","51018","57592"
"07.01.2017 22:30 - 07.01.2017 22:45","50272","57057"
"07.01.2017 22:45 - 07.01.2017 23:00","49400","56453"
"07.01.2017 23:00 - 07.01.2017 23:15","47703","55541"
"07.01.2017 23:15 - 07.01.2017 23:30","47176","54751"
"07.01.2017 23:30 - 07.01.2017 23:45","46993","54254"
"07.01.2017 23:45 - 08.01.2017 00:00","45696","53541"
"08.01.2017 00:00 - 08.01.2017 00:15","48719","52650"
"08.01.2017 00:15 - 08.01.2017 00:30","48169","51981"
"08.01.2017 00:30 - 08.01.2017 00:45","47630","51622"
"08.01.2017 00:45 - 08.01.2017 01:00","47104","50942"
"08.01.2017 01:00 - 08.01.2017 01:15","46488","49958"
"08.01.2017 01:15 - 08.01.2017 01:30","46047","49400"
"08.01.2017 01:30 - 08.01.2017 01:45","45764","49012"
"08.01.2017 01:45 - 08.01.2017 02:00","45392","48404"
"08.01.2017 02:00 - 08.01.2017 02:15","44980","47939"
"08.01.2017 02:15 - 08.01.2017 02:30","44821","47782"
"08.01.2017 02:30 - 08.01.2017 02:45","44637","47578"
"08.01.2017 02:45 - 08.01.2017 03:00","44455","47248"
"08.01.2017 03:00 - 08.01.2017 03:15","44439","46951"
"08.01.2017 03:15 - 08.01.2017 03:30","44351","47024"
"08.01.2017 03:30 - 08.01.2017 03:45","44125","46681"
"08.01.2017 03:45 - 08.01.2017 04:00","44029","46398"
"08.01.2017 04:00 - 08.01.2017 04:15","44094","46461"
"08.01.2017 04:15 - 08.01.2017 04:30","43974","46383"
"08.01.2017 04:30 - 08.01.2017 04:45","43904","45967"
"08.01.2017 04:45 - 08.01.2017 05:00","43989","46119"
"08.01.2017 05:00 - 08.01.2017 05:15","43984","46142"
"08.01.2017 05:15 - 08.01.2017 05:30","43718","45619"
"08.01.2017 05:30 - 08.01.2017 05:45","43670","45325"
"08.01.2017 05:45 - 08.01.2017 06:00","43519","44927"
"08.01.2017 06:00 - 08.01.2017 06:15","42843","44257"
"08.01.2017 06:15 - 08.01.2017 06:30","43194","44361"
"08.01.2017 06:30 - 08.01.2017 06:45","43720","44455"
"08.01.2017 06:45 - 08.01.2017 07:00","43675","44792"
"08.01.2017 07:00 - 08.01.2017 07:15","44895","45324"
"08.01.2017 07:15 - 08.01.2017 07:30","45528","45541"
"08.01.2017 07:30 - 08.01.2017 07:45","45699","46304"
"08.01.2017 07:45 - 08.01.2017 08:00","45957","47027"
"08.01.2017 08:00 - 08.01.2017 08:15","46776","47745"
"08.01.2017 08:15 - 08.01.2017 08:30","47456","48286"
"08.01.2017 08:30 - 08.01.2017 08:45","48091","49493"
"08.01.2017 08:45 - 08.01.2017 09:00","48610","50450"
"08.01.2017 09:00 - 08.01.2017 09:15","49247","51465"
"08.01.2017 09:15 - 08.01.2017 09:30","50124","52322"
"08.01.2017 09:30 - 08.01.2017 09:45","50607","53315"
"08.01.2017 09:45 - 08.01.2017 10:00","51357","53888"
"08.01.2017 10:00 - 08.01.2017 10:15","52049","54728"
"08.01.2017 10:15 - 08.01.2017 10:30","53232","55589"
"08.01.2017 10:30 - 08.01.2017 10:45","52713","56321"
"08.01.2017 10:45 - 08.01.2017 11:00","54165","56982"
"08.01.2017 11:00 - 08.01.2017 11:15","54095","57639"
"08.01.2017 11:15 - 08.01.2017 11:30","54747","58526"
"08.01.2017 11:30 - 08.01.2017 11:45","55007","59392"
"08.01.2017 11:45 - 08.01.2017 12:00","54987","59420"
"08.01.2017 12:00 - 08.01.2017 12:15","55447","59149"
"08.01.2017 12:15 - 08.01.2017 12:30","55268","59012"
"08.01.2017 12:30 - 08.01.2017 12:45","55099","58632"
"08.01.2017 12:45 - 08.01.2017 13:00","54044","58119"
"08.01.2017 13:00 - 08.01.2017 13:15","53970","57531"
"08.01.2017 13:15 - 08.01.2017 13:30","53477","57083"
"08.01.2017 13:30 - 08.01.2017 13:45","53062","56564"
"08.01.2017 13:45 - 08.01.2017 14:00","52602","55855"
"08.01.2017 14:00 - 08.01.2017 14:15","52180","55527"
"08.01.2017 14:15 - 08.01.2017 14:30","52280","55378"
"08.01.2017 14:30 - 08.01.2017 14:45","52524","55238"
"08.01.2017 14:45 - 08.01.2017 15:00","51529","54846"
"08.01.2017 15:00 - 08.01.2017 15:15","52128","54826"
"08.01.2017 15:15 - 08.01.2017 15:30","51737","54851"
"08.01.2017 15:30 - 08.01.2017 15:45","52097","54905"
"08.01.2017 15:45 - 08.01.2017 16:00","52519","54859"
"08.01.2017 16:00 - 08.01.2017 16:15","52592","55076"
"08.01.2017 16:15 - 08.01.2017 16:30","53292","55496"
"08.01.2017 16:30 - 08.01.2017 16:45","53877","56657"
"08.01.2017 16:45 - 08.01.2017 17:00","54630","58028"
"08.01.2017 17:00 - 08.01.2017 17:15","56232","59218"
"08.01.2017 17:15 - 08.01.2017 17:30","57195","60288"
"08.01.2017 17:30 - 08.01.2017 17:45","57933","60989"
"08.01.2017 17:45 - 08.01.2017 18:00","57936","61415"
"08.01.2017 18:00 - 08.01.2017 18:15","58280","61506"
"08.01.2017 18:15 - 08.01.2017 18:30","58739","61608"
"08.01.2017 18:30 - 08.01.2017 18:45","58580","61408"
"08.01.2017 18:45 - 08.01.2017 19:00","58472","61215"
"08.01.2017 19:00 - 08.01.2017 19:15","58520","60766"
"08.01.2017 19:15 - 08.01.2017 19:30","57710","60281"
"08.01.2017 19:30 - 08.01.2017 19:45","57643","60054"
"08.01.2017 19:45 - 08.01.2017 20:00","57124","59570"
"08.01.2017 20:00 - 08.01.2017 20:15","56180","59046"
"08.01.2017 20:15 - 08.01.2017 20:30","55514","58499"
"08.01.2017 20:30 - 08.01.2017 20:45","54768","57778"
"08.01.2017 20:45 - 08.01.2017 21:00","54038","56927"
"08.01.2017 21:00 - 08.01.2017 21:15","53530","56472"
"08.01.2017 21:15 - 08.01.2017 21:30","53219","56298"
"08.01.2017 21:30 - 08.01.2017 21:45","53319","56019"
"08.01.2017 21:45 - 08.01.2017 22:00","53456","56226"
"08.01.2017 22:00 - 08.01.2017 22:15","54320","56950"
"08.01.2017 22:15 - 08.01.2017 22:30","54430","56893"
"08.01.2017 22:30 - 08.01.2017 22:45","53434","56161"
"08.01.2017 22:45 - 08.01.2017 23:00","52842","55322"
"08.01.2017 23:00 - 08.01.2017 23:15","51544","54432"
"08.01.2017 23:15 - 08.01.2017 23:30","51066","54106"
"08.01.2017 23:30 - 08.01.2017 23:45","49915","53147"
"08.01.2017 23:45 - 09.01.2017 00:00","49720","52644"
"09.01.2017 00:00 - 09.01.2017 00:15","47629","51838"
"09.01.2017 00:15 - 09.01.2017 00:30","47107","51334"
"09.01.2017 00:30 - 09.01.2017 00:45","46681","50905"
"09.01.2017 00:45 - 09.01.2017 01:00","46144","50290"
"09.01.2017 01:00 - 09.01.2017 01:15","45697","49851"
"09.01.2017 01:15 - 09.01.2017 01:30","45367","49349"
"09.01.2017 01:30 - 09.01.2017 01:45","45057","49120"
"09.01.2017 01:45 - 09.01.2017 02:00","44896","49009"
"09.01.2017 02:00 - 09.01.2017 02:15","44716","48482"
"09.01.2017 02:15 - 09.01.2017 02:30","44553","48345"
"09.01.2017 02:30 - 09.01.2017 02:45","44537","48643"
"09.01.2017 02:45 - 09.01.2017 03:00","44559","48514"
"09.01.2017 03:00 - 09.01.2017 03:15","44720","48603"
"09.01.2017 03:15 - 09.01.2017 03:30","44546","48716"
"09.01.2017 03:30 - 09.01.2017 03:45","44715","48841"
"09.01.2017 03:45 - 09.01.2017 04:00","44764","49056"
"09.01.2017 04:00 - 09.01.2017 04:15","45322","49548"
"09.01.2017 04:15 - 09.01.2017 04:30","45706","49923"
"09.01.2017 04:30 - 09.01.2017 04:45","45927","50297"
"09.01.2017 04:45 - 09.01.2017 05:00","46469","50975"
"09.01.2017 05:00 - 09.01.2017 05:15","47820","52188"
"09.01.2017 05:15 - 09.01.2017 05:30","48078","53191"
"09.01.2017 05:30 - 09.01.2017 05:45","49207","54323"
"09.01.2017 05:45 - 09.01.2017 06:00","50586","56111"
"09.01.2017 06:00 - 09.01.2017 06:15","53024","58888"
"09.01.2017 06:15 - 09.01.2017 06:30","55334","61822"
"09.01.2017 06:30 - 09.01.2017 06:45","57225","64053"
"09.01.2017 06:45 - 09.01.2017 07:00","59143","66118"
"09.01.2017 07:00 - 09.01.2017 07:15","60895","67972"
"09.01.2017 07:15 - 09.01.2017 07:30","62658","69121"
"09.01.2017 07:30 - 09.01.2017 07:45","63320","70460"
"09.01.2017 07:45 - 09.01.2017 08:00","64873","71993"
"09.01.2017 08:00 - 09.01.2017 08:15","66491","72677"
"09.01.2017 08:15 - 09.01.2017 08:30","66713","73106"
"09.01.2017 08:30 - 09.01.2017 08:45","66370","73500"
"09.01.2017 08:45 - 09.01.2017 09:00","66242","73627"
"09.01.2017 09:00 - 09.01.2017 09:15","66203","73409"
"09.01.2017 09:15 - 09.01.2017 09:30","66582","73644"
"09.01.2017 09:30 - 09.01.2017 09:45","66949","73974"
"09.01.2017 09:45 - 09.01.2017 10:00","67278","74190"
"09.01.2017 10:00 - 09.01.2017 10:15","67610","74461"
"09.01.2017 10:15 - 09.01.2017 10:30","68635","74610"
"09.01.2017 10:30 - 09.01.2017 10:45","68000","74954"
"09.01.2017 10:45 - 09.01.2017 11:00","68902","75029"
"09.01.2017 11:00 - 09.01.2017 11:15","68688","74922"
"09.01.2017 11:15 - 09.01.2017 11:30","68529","75077"
"09.01.2017 11:30 - 09.01.2017 11:45","68907","75290"
"09.01.2017 11:45 - 09.01.2017 12:00","69430","75122"
"09.01.2017 12:00 - 09.01.2017 12:15","68713","75093"
"09.01.2017 12:15 - 09.01.2017 12:30","68947","75043"
"09.01.2017 12:30 - 09.01.2017 12:45","68521","75230"
"09.01.2017 12:45 - 09.01.2017 13:00","68663","75252"
"09.01.2017 13:00 - 09.01.2017 13:15","68763","75234"
"09.01.2017 13:15 - 09.01.2017 13:30","67985","75041"
"09.01.2017 13:30 - 09.01.2017 13:45","67568","74555"
"09.01.2017 13:45 - 09.01.2017 14:00","67342","73867"
"09.01.2017 14:00 - 09.01.2017 14:15","66652","73848"
"09.01.2017 14:15 - 09.01.2017 14:30","67045","73598"
"09.01.2017 14:30 - 09.01.2017 14:45","66915","73526"
"09.01.2017 14:45 - 09.01.2017 15:00","66026","73161"
"09.01.2017 15:00 - 09.01.2017 15:15","64718","73260"
"09.01.2017 15:15 - 09.01.2017 15:30","66680","73059"
"09.01.2017 15:30 - 09.01.2017 15:45","66724","72719"
"09.01.2017 15:45 - 09.01.2017 16:00","66965","72571"
